subsystem,reaction
"Transport, extracellular",SPHS1Pt2e
"Transport, extracellular",MMAte
"Transport, extracellular",PTRCARGte
"Transport, extracellular",MLTHFte2
"Transport, extracellular",TYMte
"Transport, extracellular",13DAMPPte
"Transport, extracellular",HDD2CRNte2
"Transport, extracellular",MLTHFte1
"Transport, extracellular",ARGN1ASPMDte
"Transport, extracellular",CE1918te
"Transport, extracellular",34DHPHAte
"Transport, extracellular",34DHOXMANDte
"Transport, extracellular",CE6205te
"Transport, extracellular",1A25DHVITD3te
"Transport, extracellular",ISOBUTte
"Transport, extracellular",NACCYSte
"Transport, extracellular",4HBZte
"Transport, extracellular",SUCSALte
"Transport, extracellular",CE7081tm
"Transport, extracellular",EGMEte
"Transport, extracellular",12HARACHDte
"Transport, extracellular",18HARACHDte
"Transport, extracellular",SQLte
"Transport, extracellular",ORN_Dte
"Transport, extracellular",5G2OXPTte
"Transport, extracellular",DHEAte
"Transport, extracellular",ESTRONEte
"Transport, extracellular",C05298te
"Transport, extracellular",HC02020te
"Transport, extracellular",XOL24OHte
"Transport, extracellular",XOL27OHte
"Transport, extracellular",XOL25OHte
"Transport, extracellular",DSMSTEROLte
"Transport, extracellular",CHSTEROLSte
"Transport, extracellular",3ITYR_Lte
"Transport, extracellular",35DIODTYRte
"Transport, extracellular",13_CIS_RETNte
"Transport, extracellular",CE1617te
"Transport, extracellular",HC00460te
"Transport, extracellular",FNA5MOXAMte
"Transport, extracellular",CE5643te
"Transport, extracellular",CE1401te
"Transport, extracellular",GLUCYSte
"Transport, extracellular",MELATNte
"Transport, extracellular",6HOXMELATNte
"Transport, extracellular",C10164te
"Transport, extracellular",C05769te2
"Transport, extracellular",C05767te
"Transport, extracellular",C05770te3
"Transport, extracellular",PPBNGte
"Transport, extracellular",12PPDRte
"Transport, extracellular",AMETAMte
"Transport, extracellular",XYLULte
"Transport, extracellular",XYLUDte
"Transport, extracellular",GLCNte
"Transport, extracellular",CE0737te
"Transport, extracellular",SPHGNSte
"Transport, extracellular",HDD2CRNte
"Transport, extracellular",IM4ACte
"Transport, extracellular",AACTte
"Transport, extracellular",SPHGNte
"Transport, extracellular",SELMETHt2e
"Transport, extracellular",C13856te
"Transport, extracellular",PRISTte
"Transport, extracellular",CE2049te
"Transport, extracellular",CE2047te
"Transport, extracellular",LANOSTte
"Transport, extracellular",FDPte
"Transport, extracellular",COKEte
"Transport, extracellular",5A2OPNTNte
"Transport, extracellular",ARG_Dte
"Transport, extracellular",DOPA4SFt
"Transport, extracellular",DOPA4GLCURt
"Transport, extracellular",DOPA3GLCURt
"Transport, extracellular",CE5026t
"Transport, extracellular",CE1261t
"Transport, extracellular",4GLU56DIHDINDt
"Transport, extracellular",5CYSDOPAt
"Transport, extracellular",CE5025t
"Transport, extracellular",CE2172t
"Transport, extracellular",CE5629t
"Transport, extracellular",GA1tl
"Transport, extracellular",GALGLUSIDEtg2
"Transport, extracellular",GALGLUSIDEtl2
"Transport, extracellular",GD3tg
"Transport, extracellular",GD3tl
"Transport, extracellular",GLUSIDEte
"Transport, extracellular",GLUSIDEtg
"Transport, extracellular",GLUSIDEtl
"Transport, extracellular",GM1tg
"Transport, extracellular",GM1tl
"Transport, extracellular",GM2tg
"Transport, extracellular",GM2tl
"Transport, extracellular",SPHMYLNte
"Transport, extracellular",SPHMYLNtl2
"Transport, extracellular",34DHPEt
"Transport, extracellular",HMR_0008
"Transport, extracellular",HMR_0015
"Transport, extracellular",HMR_0016
"Transport, extracellular",HMR_0017
"Transport, extracellular",HMR_0019
"Transport, extracellular",HMR_0155
"Transport, extracellular",HMR_0164
"Transport, extracellular",HMR_0167
"Transport, extracellular",HMR_0170
"Transport, extracellular",HMR_0176
"Transport, extracellular",HMR_0183
"Transport, extracellular",HMR_0191
"Transport, extracellular",HMR_0194
"Transport, extracellular",HMR_0203
"Transport, extracellular",HMR_0207
"Transport, extracellular",HMR_0208
"Transport, extracellular",HMR_0211
"Transport, extracellular",HMR_0215
"Transport, extracellular",HMR_0232
"Transport, extracellular",HMR_0235
"Transport, extracellular",HMR_0239
"Transport, extracellular",HMR_0240
"Transport, extracellular",HMR_0243
"Transport, extracellular",HMR_0244
"Transport, extracellular",HMR_0247
"Transport, extracellular",HMR_0253
"Transport, extracellular",HMR_0254
"Transport, extracellular",HMR_0257
"Transport, extracellular",HMR_0261
"Transport, extracellular",HMR_0270
"Transport, extracellular",HMR_0273
"Transport, extracellular",HMR_0277
"Transport, extracellular",HMR_0278
"Transport, extracellular",HMR_0281
"Transport, extracellular",HMR_0287
"Transport, extracellular",HMR_0288
"Transport, extracellular",HMR_0291
"Transport, extracellular",HMR_0292
"Transport, extracellular",HMR_0296
"Transport, extracellular",HMR_0299
"Transport, extracellular",HMR_0300
"Transport, extracellular",HMR_0303
"Transport, extracellular",HMR_0304
"Transport, extracellular",HMR_0307
"Transport, extracellular",HMR_0308
"Transport, extracellular",HMR_0311
"Transport, extracellular",HMR_0317
"Transport, extracellular",HMR_0321
"Transport, extracellular",HMR_0322
"Transport, extracellular",HMR_0325
"Transport, extracellular",HMR_0326
"Transport, extracellular",HMR_0329
"Transport, extracellular",HMR_0343
"Transport, extracellular",HMR_0344
"Transport, extracellular",HMR_0347
"Transport, extracellular",HMR_0359
"Transport, extracellular",HMR_0363
"Transport, extracellular",HMR_0367
"Transport, extracellular",HMR_0371
"Transport, extracellular",HMR_0375
"Transport, extracellular",HMR_0380
"Transport, extracellular",HMR_0383
"Transport, extracellular",HMR_0384
"Transport, extracellular",HMR_0387
"Transport, extracellular",HMR_0388
"Transport, extracellular",HMR_0391
"Transport, extracellular",HMR_0392
"Transport, extracellular",HMR_0395
"Transport, extracellular",HMR_0415
"Transport, extracellular",HMR_0419
"Transport, extracellular",HMR_0423
"Transport, extracellular",HMR_0427
"Transport, extracellular",HMR_0428
"Transport, extracellular",HMR_0431
"Transport, extracellular",HMR_0432
"Transport, extracellular",HMR_0435
"Transport, extracellular",HMR_0436
"Transport, extracellular",HMR_0439
"Transport, extracellular",HMR_0469
"Transport, extracellular",HMR_0770
"Transport, extracellular",HMR_1897
"Transport, extracellular",HMR_3951
"Transport, extracellular",HMR_4938
"Transport, extracellular",HMR_5996
"Transport, extracellular",HMR_6359
"Transport, extracellular",HMR_6362
"Transport, extracellular",HMR_6363
"Transport, extracellular",HMR_6364
"Transport, extracellular",HMR_6365
"Transport, extracellular",HMR_6533
"Transport, extracellular",HMR_6534
"Transport, extracellular",HMR_6989
"Transport, extracellular",HMR_7173
"Transport, extracellular",HMR_7184
"Transport, extracellular",HMR_7700
"Transport, extracellular",HMR_7898
"Transport, extracellular",HMR_7900
"Transport, extracellular",HMR_7903
"Transport, extracellular",HMR_7906
"Transport, extracellular",HMR_7977
"Transport, extracellular",HMR_8023
"Transport, extracellular",HMR_8056
"Transport, extracellular",HMR_8090
"Transport, extracellular",HMR_8374
"Transport, extracellular",HMR_8567
"Transport, extracellular",HMR_8670
"Transport, extracellular",HMR_8877
"Transport, extracellular",HMR_8884
"Transport, extracellular",HMR_9175
"Transport, extracellular",HMR_9176
"Transport, extracellular",HMR_9178
"Transport, extracellular",HMR_9180
"Transport, extracellular",HMR_9184
"Transport, extracellular",HMR_9185
"Transport, extracellular",HMR_9187
"Transport, extracellular",HMR_9188
"Transport, extracellular",HMR_9189
"Transport, extracellular",HMR_9191
"Transport, extracellular",HMR_9581
"Transport, extracellular",HMR_9582
"Transport, extracellular",HMR_9583
"Transport, extracellular",HMR_9584
"Transport, extracellular",HMR_9590
"Transport, extracellular",HMR_9593
"Transport, extracellular",HMR_9602
"Transport, extracellular",HMR_9603
"Transport, extracellular",HMR_9604
"Transport, extracellular",HMR_9605
"Transport, extracellular",HMR_9607
"Transport, extracellular",HMR_9608
"Transport, extracellular",HMR_9609
"Transport, extracellular",HMR_9610
"Transport, extracellular",HMR_9612
"Transport, extracellular",HMR_9613
"Transport, extracellular",HMR_9614
"Transport, extracellular",HMR_9615
"Transport, extracellular",HMR_9617
"Transport, extracellular",HMR_9619
"Transport, extracellular",HMR_9620
"Transport, extracellular",HMR_9621
"Transport, extracellular",HMR_9622
"Transport, extracellular",HMR_9623
"Transport, extracellular",HMR_9624
"Transport, extracellular",HMR_9635
"Transport, extracellular",HMR_9638
"Transport, extracellular",HMR_9639
"Transport, extracellular",HMR_9640
"Transport, extracellular",HMR_9642
"Transport, extracellular",HMR_9644
"Transport, extracellular",HMR_9647
"Transport, extracellular",HMR_9648
"Transport, extracellular",HMR_9652
"Transport, extracellular",HMR_9656
"Transport, extracellular",HMR_9657
"Transport, extracellular",HMR_9658
"Transport, extracellular",HMR_9660
"Transport, extracellular",HMR_9661
"Transport, extracellular",HMR_9662
"Transport, extracellular",HMR_9663
"Transport, extracellular",HMR_9720
"Transport, extracellular",12DHCHOLabc
"Transport, extracellular",12DHCHOLt
"Transport, extracellular",12DHCHOLt2
"Transport, extracellular",3DHCDCHOLabc
"Transport, extracellular",3DHCDCHOLt
"Transport, extracellular",3DHCDCHOLt2
"Transport, extracellular",3DHCHOLabc
"Transport, extracellular",3DHCHOLt
"Transport, extracellular",3DHCHOLt2
"Transport, extracellular",3DHDCAabc
"Transport, extracellular",3DHDCAt
"Transport, extracellular",3DHDCAt2
"Transport, extracellular",3DHLCAabc
"Transport, extracellular",3DHLCAt
"Transport, extracellular",3DHLCAt2
"Transport, extracellular",7DHCDCHOLabc
"Transport, extracellular",7DHCDCHOLt
"Transport, extracellular",7DHCDCHOLt2
"Transport, extracellular",7DHCHOLabc
"Transport, extracellular",7DHCHOLt
"Transport, extracellular",7DHCHOLt2
"Transport, extracellular",CA24Gte
"Transport, extracellular",CA24Gtr
"Transport, extracellular",CA3Sabc
"Transport, extracellular",CA3St
"Transport, extracellular",CDCA24Gte
"Transport, extracellular",CDCA24Gtr
"Transport, extracellular",CDCA3Gte
"Transport, extracellular",CDCA3Gtr
"Transport, extracellular",HC02220t
"Transport, extracellular",COPROSTabc
"Transport, extracellular",COPROSTt
"Transport, extracellular",COPROSTt2
"Transport, extracellular",DCA24Gte
"Transport, extracellular",DCA24Gtr
"Transport, extracellular",DCA3Gte
"Transport, extracellular",DCA3Gtr
"Transport, extracellular",DCA3Sabc
"Transport, extracellular",DCA3St
"Transport, extracellular",GCA3Sabc
"Transport, extracellular",GCA3St
"Transport, extracellular",GCDCA3Sabc
"Transport, extracellular",GCDCA3St
"Transport, extracellular",GDCA3Sabc
"Transport, extracellular",GDCA3St
"Transport, extracellular",GUDCA3Sabc
"Transport, extracellular",GUDCA3St
"Transport, extracellular",HCA24Gte
"Transport, extracellular",HCA24Gtr
"Transport, extracellular",HCA6Gte
"Transport, extracellular",HCA6Gtr
"Transport, extracellular",HDCA24Gte
"Transport, extracellular",HDCA24Gtr
"Transport, extracellular",HDCA6Gte
"Transport, extracellular",HDCA6Gtr
"Transport, extracellular",HYOCHOLabc
"Transport, extracellular",HYOCHOLt
"Transport, extracellular",HYOCHOLt2
"Transport, extracellular",HYOCHOLtr
"Transport, extracellular",ICDCHOLabc
"Transport, extracellular",ICDCHOLt
"Transport, extracellular",ICDCHOLt2
"Transport, extracellular",ISOCHOLabc
"Transport, extracellular",ISOCHOLt
"Transport, extracellular",ISOCHOLt2
"Transport, extracellular",LCA24Gte
"Transport, extracellular",LCA24Gtr
"Transport, extracellular",LCA3Gte
"Transport, extracellular",LCA3Gtr
"Transport, extracellular",LCA3Sabc
"Transport, extracellular",LCA3St
"Transport, extracellular",M02155tr
"Transport, extracellular",TCA3Sabc
"Transport, extracellular",TCA3St
"Transport, extracellular",TCDCA3Sabc
"Transport, extracellular",TCDCA3St
"Transport, extracellular",TDCA3Sabc
"Transport, extracellular",TDCA3St
"Transport, extracellular",THYOCHOLabc
"Transport, extracellular",THYOCHOLt
"Transport, extracellular",THYOCHOLt2
"Transport, extracellular",TUDCA3Sabc
"Transport, extracellular",TUDCA3St
"Transport, extracellular",UCHOLabc
"Transport, extracellular",UCHOLt
"Transport, extracellular",UCHOLt2
"Transport, extracellular",UDCA3Sabc
"Transport, extracellular",UDCA3St
"Transport, extracellular",UDCHOLt
"Transport, extracellular",UDCHOLt2
"Transport, extracellular",1A25HVITD2t
"Transport, golgi apparatus",ACGAGBSIDEtg
"Transport, golgi apparatus",ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",ACGALtlg
"Transport, golgi apparatus",ACGBGBSIDEtg
"Transport, golgi apparatus",ACN13ACNGALGBSIDEtg
"Transport, golgi apparatus",ACN23ACNGALGBSIDEtg
"Transport, golgi apparatus",ACNACNGAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",ACNACNGALGBSIDEtg
"Transport, golgi apparatus",ACNGALACGLCGAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",ACtg
"Transport, golgi apparatus",CERT1gt
"Transport, golgi apparatus",CERT2gt
"Transport, golgi apparatus",CHOLPtg
"Transport, golgi apparatus",CHOLtg
"Transport, golgi apparatus",CHSTEROLtg
"Transport, golgi apparatus",CMPACNAtg
"Transport, golgi apparatus",CO2tg
"Transport, golgi apparatus",COAtg
"Transport, golgi apparatus",DIGALSGALSIDEtg
"Transport, golgi apparatus",DIGALSIDEtg
"Transport, golgi apparatus",F1Atg
"Transport, golgi apparatus",FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",FUC14GALACGLCGALGLUSIDEtg
"Transport, golgi apparatus",FUCACGALFUCGALACGLCGALGLUSIDEtg
"Transport, golgi apparatus",FUCACNGAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",FUCACNGALACGLCGALGLUSIDEtg
"Transport, golgi apparatus",FUCFUC12GAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",FUCFUCGALACGLCGALGLUSIDEtg
"Transport, golgi apparatus",FUCGAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",FUCGALFUCGALACGLCGALGLUSIDEtg
"Transport, golgi apparatus",FUCGALGBSIDEtg
"Transport, golgi apparatus",GALACGLCGALGBSIDEtg
"Transport, golgi apparatus",GALFUC12GAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg
"Transport, golgi apparatus",GALGALGALTHCRMtg
"Transport, golgi apparatus",GALGLUSIDEtg
"Transport, golgi apparatus",GALSIDEtg
"Transport, golgi apparatus",GD1B2tg
"Transport, golgi apparatus",GD1Ctg
"Transport, golgi apparatus",GDPFUCtg
"Transport, golgi apparatus",GDPtg
"Transport, golgi apparatus",GLCtg
"Transport, golgi apparatus",GMPtg
"Transport, golgi apparatus",GP1CALPHAtg
"Transport, golgi apparatus",GP1Ctg
"Transport, golgi apparatus",GQ1BALPHAtg
"Transport, golgi apparatus",GQ1Btg
"Transport, golgi apparatus",GT1Atg
"Transport, golgi apparatus",H2Otg
"Transport, golgi apparatus",Htg
"Transport, golgi apparatus",Kt3g
"Transport, golgi apparatus",NAt3_1g
"Transport, golgi apparatus",OAGD3tg
"Transport, golgi apparatus",OAGT3tg
"Transport, golgi apparatus",PA_HStg
"Transport, golgi apparatus",PAPStg
"Transport, golgi apparatus",PAPtg
"Transport, golgi apparatus",PCHOL_HStg
"Transport, golgi apparatus",PItg
"Transport, golgi apparatus",Ser_Thrtg
"Transport, golgi apparatus",SGALSIDEtg
"Transport, golgi apparatus",SPHMYLNtg
"Transport, golgi apparatus",UDPGALtg
"Transport, golgi apparatus",UDPGLCAtg
"Transport, golgi apparatus",UDPXYLtg
"Transport, golgi apparatus",UGALNACtg
"Transport, golgi apparatus",UGLCNACtg
"Transport, golgi apparatus",XSERtg
"Transport, golgi apparatus",GNCORE1t
"Transport, golgi apparatus",GNCORE2t
"Transport, golgi apparatus",DAG_HStg
"Transport, golgi apparatus",PHCRMtg
"Transport, golgi apparatus",SPHGNtg
"Transport, golgi apparatus",SPHINGStg
"Transport, golgi apparatus",DHCRMtg
"Transport, golgi apparatus",PHSPHINGStg
"Transport, golgi apparatus",Rtotaltg
"Transport, golgi apparatus",GD1Atg
"Transport, golgi apparatus",ATPtg
"Transport, golgi apparatus",HMR_1916
"Transport, golgi apparatus",HMR_4955
"Transport, golgi apparatus",HMR_7182
"Transport, golgi apparatus",HMR_7330
"Transport, golgi apparatus",HMR_7431
"Transport, golgi apparatus",HMR_7432
"Transport, golgi apparatus",HMR_7437
"Transport, golgi apparatus",HMR_8084
"Transport, golgi apparatus",HMR_8086
"Transport, golgi apparatus",HMR_9665
"Transport, golgi apparatus",HMR_9667
"Transport, golgi apparatus",HMR_9669
"Transport, golgi apparatus",HMR_9670
"Transport, golgi apparatus",HMR_9671
"Transport, lysosomal",10FTHF5GLUtl
"Transport, lysosomal",10FTHF6GLUtl
"Transport, lysosomal",10FTHF7GLUtl
"Transport, lysosomal",10FTHFtl
"Transport, lysosomal",5DHFtl
"Transport, lysosomal",5THFtl
"Transport, lysosomal",6DHFtl
"Transport, lysosomal",6THFtl
"Transport, lysosomal",7DHFtl
"Transport, lysosomal",7THFtl
"Transport, lysosomal",ABUTt2rL
"Transport, lysosomal",ACGAGBSIDEtl
"Transport, lysosomal",ACGALtly
"Transport, lysosomal",ACGAMtly
"Transport, lysosomal",ACGBGBSIDEtl
"Transport, lysosomal",ACNAMlt
"Transport, lysosomal",ADNtl
"Transport, lysosomal",ATPasel
"Transport, lysosomal",CHOLPtl
"Transport, lysosomal",COAtl
"Transport, lysosomal",CSPG_Atly
"Transport, lysosomal",CSPG_Btly
"Transport, lysosomal",CSPG_Ctly
"Transport, lysosomal",CSPG_Dtly
"Transport, lysosomal",CSPG_Etly
"Transport, lysosomal",CYTDtl
"Transport, lysosomal",DHFtl
"Transport, lysosomal",DIGALSIDEtl
"Transport, lysosomal",DPCOAtl
"Transport, lysosomal",FALDtly
"Transport, lysosomal",FUCtly
"Transport, lysosomal",GALGLUSIDEtl
"Transport, lysosomal",GALSIDEtl
"Transport, lysosomal",GALtly
"Transport, lysosomal",GBSIDEtl
"Transport, lysosomal",GLCtly
"Transport, lysosomal",GLCURtly
"Transport, lysosomal",GLUt7l
"Transport, lysosomal",GSNtl
"Transport, lysosomal",H2O2tly
"Transport, lysosomal",H2Otly
"Transport, lysosomal",HAtly
"Transport, lysosomal",HSPGtly
"Transport, lysosomal",IDOURtly
"Transport, lysosomal",KSII_CORE2tly
"Transport, lysosomal",KSII_CORE4tly
"Transport, lysosomal",KSItly
"Transport, lysosomal",MANtly
"Transport, lysosomal",MEOHtly
"Transport, lysosomal",N2M2NMASNtly
"Transport, lysosomal",Rtotaltl
"Transport, lysosomal",S2L2FN2M2MASNtly
"Transport, lysosomal",S2L2N2M2MASNtly
"Transport, lysosomal",SGALSIDEtl
"Transport, lysosomal",SO4tl
"Transport, lysosomal",SPHINGStl
"Transport, lysosomal",SPHMYLNtl
"Transport, lysosomal",THFtl
"Transport, lysosomal",THYMDtl
"Transport, lysosomal",UDPACGALtl
"Transport, lysosomal",UDPtl
"Transport, lysosomal",Uritl
"Transport, lysosomal",XYLtly
"Transport, lysosomal",r0932
"Transport, lysosomal",r0937
"Transport, lysosomal",r0984
"Transport, lysosomal",r0986
"Transport, lysosomal",r0987
"Transport, lysosomal",r1052
"Transport, lysosomal",r1150
"Transport, lysosomal",r1298
"Transport, lysosomal",r1299
"Transport, lysosomal",r1301
"Transport, lysosomal",r1302
"Transport, lysosomal",r1304
"Transport, lysosomal",r1364
"Transport, lysosomal",r1365
"Transport, lysosomal",r1367
"Transport, lysosomal",r1368
"Transport, lysosomal",XOLEST183tl
"Transport, lysosomal",XOLEST182tl
"Transport, lysosomal",XOLEST205tl
"Transport, lysosomal",TMNDNCtl
"Transport, lysosomal",XOLEST226tl
"Transport, lysosomal",CRVNCtl
"Transport, lysosomal",NO2te
"Transport, lysosomal",THCRMtl
"Transport, lysosomal",GD1Btl
"Transport, lysosomal",GD3tlc
"Transport, lysosomal",HMR_0769
"Transport, lysosomal",HMR_0831
"Transport, lysosomal",HMR_0913
"Transport, lysosomal",HMR_2087
"Transport, lysosomal",HMR_2090
"Transport, lysosomal",HMR_3597
"Transport, lysosomal",HMR_5249
"Transport, lysosomal",HMR_7198
"Transport, lysosomal",HMR_7199
"Transport, lysosomal",HMR_7711
"Transport, lysosomal",HMR_7715
"Transport, lysosomal",HMR_7720
"Transport, lysosomal",HMR_7724
"Transport, lysosomal",HMR_7727
"Transport, lysosomal",HMR_8588
"Transport, lysosomal",HMR_8590
"Transport, mitochondrial",10FTHF5GLUtm
"Transport, mitochondrial",10FTHF6GLUtm
"Transport, mitochondrial",10FTHF7GLUtm
"Transport, mitochondrial",10FTHFtm
"Transport, mitochondrial",11DOCRTSLtm
"Transport, mitochondrial",11DOCRTSTRNtm
"Transport, mitochondrial",24_25DHVITD2tm
"Transport, mitochondrial",24_25DHVITD3tm
"Transport, mitochondrial",25HVITD2tin_m
"Transport, mitochondrial",25HVITD3tin_m
"Transport, mitochondrial",3AIBtmi
"Transport, mitochondrial",3MOBt2im
"Transport, mitochondrial",3MOPt2im
"Transport, mitochondrial",3SALAASPm
"Transport, mitochondrial",4ABUTtm
"Transport, mitochondrial",4MOPt2im
"Transport, mitochondrial",4MPTNLtm
"Transport, mitochondrial",5THFtm
"Transport, mitochondrial",6DHFtm
"Transport, mitochondrial",6THFtm
"Transport, mitochondrial",7DHFtm
"Transport, mitochondrial",7THFtm
"Transport, mitochondrial",AACTtm
"Transport, mitochondrial",ACACt2m
"Transport, mitochondrial",ACALDtm
"Transport, mitochondrial",ACETONEt2m
"Transport, mitochondrial",ACRNtm
"Transport, mitochondrial",ACt2m
"Transport, mitochondrial",ADNtm
"Transport, mitochondrial",AKGMALtm
"Transport, mitochondrial",ALDSTRNtm
"Transport, mitochondrial",AMETt2m
"Transport, mitochondrial",ARGtm
"Transport, mitochondrial",ASNtm
"Transport, mitochondrial",ASPGLUm
"Transport, mitochondrial",ATPtm
"Transport, mitochondrial",BALAtmr
"Transport, mitochondrial",BHBtm
"Transport, mitochondrial",BTNt2m
"Transport, mitochondrial",BUTt2m
"Transport, mitochondrial",CBL2tm
"Transport, mitochondrial",CDPDAGtm
"Transport, mitochondrial",CHLtm
"Transport, mitochondrial",CHSTEROLt1
"Transport, mitochondrial",CHSTEROLt2
"Transport, mitochondrial",CHSTEROLt3
"Transport, mitochondrial",CITRtm
"Transport, mitochondrial",CITtam
"Transport, mitochondrial",CITtbm
"Transport, mitochondrial",CO2tm
"Transport, mitochondrial",COAtm
"Transport, mitochondrial",CRNtim
"Transport, mitochondrial",CRTSLtm
"Transport, mitochondrial",CRTSTRNtm
"Transport, mitochondrial",CYANtm
"Transport, mitochondrial",CYTDtm
"Transport, mitochondrial",DECDPtm
"Transport, mitochondrial",DGSNtm
"Transport, mitochondrial",DHFtm
"Transport, mitochondrial",D_LACtm
"Transport, mitochondrial",DMGtm
"Transport, mitochondrial",DNDPt10m
"Transport, mitochondrial",DNDPt11m
"Transport, mitochondrial",DNDPt12m
"Transport, mitochondrial",DNDPt13m
"Transport, mitochondrial",DNDPt14m
"Transport, mitochondrial",DNDPt15m
"Transport, mitochondrial",DNDPt16m
"Transport, mitochondrial",DNDPt17m
"Transport, mitochondrial",DNDPt18m
"Transport, mitochondrial",DNDPt19m
"Transport, mitochondrial",DNDPt1m
"Transport, mitochondrial",DNDPt20m
"Transport, mitochondrial",DNDPt21m
"Transport, mitochondrial",DNDPt23m
"Transport, mitochondrial",DNDPt24m
"Transport, mitochondrial",DNDPt25m
"Transport, mitochondrial",DNDPt28m
"Transport, mitochondrial",DNDPt2m
"Transport, mitochondrial",DNDPt30m
"Transport, mitochondrial",DNDPt31m
"Transport, mitochondrial",DNDPt32m
"Transport, mitochondrial",DNDPt37m
"Transport, mitochondrial",DNDPt38m
"Transport, mitochondrial",DNDPt39m
"Transport, mitochondrial",DNDPt3m
"Transport, mitochondrial",DNDPt40m
"Transport, mitochondrial",DNDPt41m
"Transport, mitochondrial",DNDPt42m
"Transport, mitochondrial",DNDPt43m
"Transport, mitochondrial",DNDPt44m
"Transport, mitochondrial",DNDPt45m
"Transport, mitochondrial",DNDPt46m
"Transport, mitochondrial",DNDPt47m
"Transport, mitochondrial",DNDPt48m
"Transport, mitochondrial",DNDPt49m
"Transport, mitochondrial",DNDPt4m
"Transport, mitochondrial",DNDPt50m
"Transport, mitochondrial",DNDPt51m
"Transport, mitochondrial",DNDPt52m
"Transport, mitochondrial",DNDPt53m
"Transport, mitochondrial",DNDPt54m
"Transport, mitochondrial",DNDPt55m
"Transport, mitochondrial",DNDPt56m
"Transport, mitochondrial",DNDPt57m
"Transport, mitochondrial",DNDPt58m
"Transport, mitochondrial",DNDPt59m
"Transport, mitochondrial",DNDPt5m
"Transport, mitochondrial",DNDPt60m
"Transport, mitochondrial",DNDPt61m
"Transport, mitochondrial",DNDPt62m
"Transport, mitochondrial",DNDPt63m
"Transport, mitochondrial",DNDPt6m
"Transport, mitochondrial",DNDPt7m
"Transport, mitochondrial",FALDtm
"Transport, mitochondrial",FE2tm
"Transport, mitochondrial",FORt2m
"Transport, mitochondrial",FUMSO3tm
"Transport, mitochondrial",FUMSO4tm
"Transport, mitochondrial",FUMtm
"Transport, mitochondrial",FUMTSULtm
"Transport, mitochondrial",GLNtm
"Transport, mitochondrial",GLUt2m
"Transport, mitochondrial",GLXtm
"Transport, mitochondrial",GLYBtm
"Transport, mitochondrial",GLYC3Ptm
"Transport, mitochondrial",GLYCtm
"Transport, mitochondrial",GLYtm
"Transport, mitochondrial",H2O2tm
"Transport, mitochondrial",H2Otm
"Transport, mitochondrial",HMGCOAtm
"Transport, mitochondrial",ILEt5m
"Transport, mitochondrial",LEUt5m
"Transport, mitochondrial",L_LACtcm
"Transport, mitochondrial",L_LACtm
"Transport, mitochondrial",LYStm
"Transport, mitochondrial",MALSO3tm
"Transport, mitochondrial",MALSO4tm
"Transport, mitochondrial",MALtm
"Transport, mitochondrial",MALTSULtm
"Transport, mitochondrial",NACASPtm
"Transport, mitochondrial",O2Stm
"Transport, mitochondrial",O2tm
"Transport, mitochondrial",OCCOAtm
"Transport, mitochondrial",ORNt3m
"Transport, mitochondrial",ORNt4m
"Transport, mitochondrial",PCFLOPm
"Transport, mitochondrial",PE_HStm
"Transport, mitochondrial",PEFLIPm
"Transport, mitochondrial",PHEMEtm
"Transport, mitochondrial",PPAtm
"Transport, mitochondrial",PRGNLONEtm
"Transport, mitochondrial",PROtm
"Transport, mitochondrial",PSFLIPm
"Transport, mitochondrial",PYRt2m
"Transport, mitochondrial",SARCStm
"Transport, mitochondrial",SUCCt2m
"Transport, mitochondrial",TCYNTtm
"Transport, mitochondrial",THFtm
"Transport, mitochondrial",THMMPtm
"Transport, mitochondrial",THMPPtm
"Transport, mitochondrial",THMt2m
"Transport, mitochondrial",THYMDtm
"Transport, mitochondrial",VALt5m
"Transport, mitochondrial",XOL27OHtm
"Transport, mitochondrial",XOL7AH2tm
"Transport, mitochondrial",XOLTRIOLtm
"Transport, mitochondrial",r0801
"Transport, mitochondrial",r0819
"Transport, mitochondrial",r0821
"Transport, mitochondrial",r0822
"Transport, mitochondrial",r0829
"Transport, mitochondrial",r0830
"Transport, mitochondrial",r0834
